"VEHICLE_HAL_ID";"VEHICLE_HAL_SRC";"RENTAL_OBJECT_HAL_ID";"RENTAL_OBJECT_HAL_SRC";"VEHICLE_MODEL_TYPE";"VEHICLE_MANUFACTURER_NAME";"VEHICLE_MODEL_NAME";"VEHICLE_TYPE_NAME";"VIN";"REGISTRATION_PLATE";"KW";"INITIAL_MILEAGE";"FUEL_TYPE_NAME";"FUEL_TYPE_OTA";"OWNERSHIP_TYPE";"CAPACITY_AMOUNT";"FZ_ID";"DB_NR";"SERIAL_NUMBER";"ACCESS_CONTROL_COMPONENT_TYPE";"COMPANY";"COMPANY_GROUP"
"116209";"cab_fahrrad";"557717";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116210";"cab_fahrrad";"579903";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116211";"cab_fahrrad";"563091";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116212";"cab_fahrrad";"571076";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116213";"cab_fahrrad";"567749";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116214";"cab_fahrrad";"538784";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116215";"cab_fahrrad";"466493";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116216";"cab_fahrrad";"196636";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116217";"cab_fahrrad";"578366";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116218";"cab_fahrrad";"568171";"autopos";"Fahrrad";"Biketec";"Pedelec";"Pedelec";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116219";"cab_fahrrad";"568590";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116220";"cab_fahrrad";"572727";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116221";"cab_fahrrad";"579879";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116222";"cab_fahrrad";"536350";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116223";"cab_fahrrad";"570192";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116224";"cab_fahrrad";"539640";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116225";"cab_fahrrad";"533582";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116226";"cab_fahrrad";"236956";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116227";"cab_fahrrad";"511956";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116228";"cab_fahrrad";"535178";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116229";"cab_fahrrad";"565385";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116230";"cab_fahrrad";"570775";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116231";"cab_fahrrad";"540806";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116232";"cab_fahrrad";"539386";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116233";"cab_fahrrad";"577917";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116234";"cab_fahrrad";"577105";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116236";"cab_fahrrad";"553321";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116237";"cab_fahrrad";"578048";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116238";"cab_fahrrad";"524385";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116239";"cab_fahrrad";"569548";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116240";"cab_fahrrad";"515791";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116241";"cab_fahrrad";"421338";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116242";"cab_fahrrad";"167651";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116243";"cab_fahrrad";"577419";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116244";"cab_fahrrad";"576268";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116245";"cab_fahrrad";"574753";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116246";"cab_fahrrad";"575887";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116247";"cab_fahrrad";"573266";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116248";"cab_fahrrad";"577373";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116249";"cab_fahrrad";"507065";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116250";"cab_fahrrad";"553637";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116251";"cab_fahrrad";"577054";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116252";"cab_fahrrad";"572052";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116253";"cab_fahrrad";"559202";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116254";"cab_fahrrad";"533910";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116255";"cab_fahrrad";"559047";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116256";"cab_fahrrad";"575387";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116257";"cab_fahrrad";"563354";"autopos";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"";"";"";"";"K";"";"";"";"";"";"Konrad";"Call a Bike"
"116258";"cab_fahrrad";"531743";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116259";"cab_fahrrad";"563087";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116260";"cab_fahrrad";"536831";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116261";"cab_fahrrad";"541788";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116263";"cab_fahrrad";"576562";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116264";"cab_fahrrad";"568973";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116265";"cab_fahrrad";"577925";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116266";"cab_fahrrad";"532655";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116267";"cab_fahrrad";"540805";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116268";"cab_fahrrad";"576182";"autopos";"";"";"";"";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116269";"cab_fahrrad";"558045";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116270";"cab_fahrrad";"559564";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116271";"cab_fahrrad";"567965";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116272";"cab_fahrrad";"538772";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116273";"cab_fahrrad";"554730";"autopos";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"";"";"";"";"K";"";"";"";"";"";"Konrad";"Call a Bike"
"116274";"cab_fahrrad";"569456";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116275";"cab_fahrrad";"564430";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116276";"cab_fahrrad";"526685";"autopos";"Fahrrad";"Biketec";"Pedelec";"Pedelec";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116277";"cab_fahrrad";"572491";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116278";"cab_fahrrad";"573957";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116279";"cab_fahrrad";"548199";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116280";"cab_fahrrad";"567055";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116282";"cab_fahrrad";"552662";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116283";"cab_fahrrad";"556540";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116284";"cab_fahrrad";"563611";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116285";"cab_fahrrad";"579972";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116286";"cab_fahrrad";"553656";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116287";"cab_fahrrad";"576315";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116288";"cab_fahrrad";"547577";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116289";"cab_fahrrad";"200081";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116290";"cab_fahrrad";"543005";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116291";"cab_fahrrad";"575422";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116292";"cab_fahrrad";"557416";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116293";"cab_fahrrad";"568524";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116294";"cab_fahrrad";"579055";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116295";"cab_fahrrad";"562921";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116296";"cab_fahrrad";"573430";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116297";"cab_fahrrad";"553428";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116298";"cab_fahrrad";"575698";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116299";"cab_fahrrad";"299473";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116300";"cab_fahrrad";"229043";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116301";"cab_fahrrad";"555118";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116303";"cab_fahrrad";"278515";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116304";"cab_fahrrad";"565397";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116305";"cab_fahrrad";"576016";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116306";"cab_fahrrad";"537628";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116307";"cab_fahrrad";"578556";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116308";"cab_fahrrad";"562557";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116309";"cab_fahrrad";"508387";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116310";"cab_fahrrad";"564461";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116311";"cab_fahrrad";"576408";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116312";"cab_fahrrad";"567579";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116313";"cab_fahrrad";"564027";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116314";"cab_fahrrad";"554976";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116315";"cab_fahrrad";"560417";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116316";"cab_fahrrad";"578551";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116317";"cab_fahrrad";"574225";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116318";"cab_fahrrad";"571445";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116319";"cab_fahrrad";"576521";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116320";"cab_fahrrad";"577665";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116321";"cab_fahrrad";"557500";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116322";"cab_fahrrad";"553123";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116323";"cab_fahrrad";"563656";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116324";"cab_fahrrad";"563150";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116325";"cab_fahrrad";"572095";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116326";"cab_fahrrad";"575997";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116327";"cab_fahrrad";"544324";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116328";"cab_fahrrad";"571208";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116330";"cab_fahrrad";"303167";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116331";"cab_fahrrad";"551848";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116332";"cab_fahrrad";"439456";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116334";"cab_fahrrad";"565583";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116335";"cab_fahrrad";"553130";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116336";"cab_fahrrad";"565790";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116337";"cab_fahrrad";"555943";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116338";"cab_fahrrad";"540154";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116339";"cab_fahrrad";"559295";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116340";"cab_fahrrad";"570933";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116341";"cab_fahrrad";"408557";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116342";"cab_fahrrad";"573246";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116343";"cab_fahrrad";"575205";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116344";"cab_fahrrad";"548864";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116345";"cab_fahrrad";"341388";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116346";"cab_fahrrad";"575521";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116347";"cab_fahrrad";"571545";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116348";"cab_fahrrad";"308696";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116349";"cab_fahrrad";"579118";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116350";"cab_fahrrad";"578832";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116351";"cab_fahrrad";"571597";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116353";"cab_fahrrad";"559132";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116354";"cab_fahrrad";"357485";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116355";"cab_fahrrad";"572664";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116356";"cab_fahrrad";"579675";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"116357";"cab_fahrrad";"558141";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116358";"cab_fahrrad";"560397";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116359";"cab_fahrrad";"577379";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"116360";"cab_fahrrad";"551702";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
