"VEHICLE_HAL_ID";"VEHICLE_HAL_SRC";"RENTAL_OBJECT_HAL_ID";"RENTAL_OBJECT_HAL_SRC";"VEHICLE_MODEL_TYPE";"VEHICLE_MANUFACTURER_NAME";"VEHICLE_MODEL_NAME";"VEHICLE_TYPE_NAME";"VIN";"REGISTRATION_PLATE";"KW";"INITIAL_MILEAGE";"FUEL_TYPE_NAME";"FUEL_TYPE_OTA";"OWNERSHIP_TYPE";"CAPACITY_AMOUNT";"FZ_ID";"DB_NR";"SERIAL_NUMBER";"ACCESS_CONTROL_COMPONENT_TYPE";"COMPANY";"COMPANY_GROUP"
"110413";"cab_fahrrad";"143075";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110414";"cab_fahrrad";"568518";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110415";"cab_fahrrad";"570983";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110416";"cab_fahrrad";"549942";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110417";"cab_fahrrad";"559728";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110418";"cab_fahrrad";"572133";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110419";"cab_fahrrad";"542986";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110420";"cab_fahrrad";"537626";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110421";"cab_fahrrad";"570425";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110422";"cab_fahrrad";"482915";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110423";"cab_fahrrad";"570185";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110424";"cab_fahrrad";"562018";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110425";"cab_fahrrad";"572605";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110426";"cab_fahrrad";"535231";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110427";"cab_fahrrad";"560806";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110428";"cab_fahrrad";"563537";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110429";"cab_fahrrad";"532927";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110430";"cab_fahrrad";"551990";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110431";"cab_fahrrad";"543884";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110432";"cab_fahrrad";"571472";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110433";"cab_fahrrad";"577723";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110434";"cab_fahrrad";"552665";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110435";"cab_fahrrad";"566858";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110436";"cab_fahrrad";"576717";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110437";"cab_fahrrad";"551837";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110438";"cab_fahrrad";"171773";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110439";"cab_fahrrad";"575267";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110440";"cab_fahrrad";"569690";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110441";"cab_fahrrad";"538818";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110442";"cab_fahrrad";"578349";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110443";"cab_fahrrad";"298950";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110444";"cab_fahrrad";"544025";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110445";"cab_fahrrad";"556987";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110446";"cab_fahrrad";"577006";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110447";"cab_fahrrad";"578621";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110448";"cab_fahrrad";"567605";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110449";"cab_fahrrad";"79220";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110450";"cab_fahrrad";"574537";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110451";"cab_fahrrad";"574121";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110452";"cab_fahrrad";"559439";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110453";"cab_fahrrad";"542546";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110454";"cab_fahrrad";"572922";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110455";"cab_fahrrad";"549461";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110456";"cab_fahrrad";"574605";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110458";"cab_fahrrad";"278860";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110459";"cab_fahrrad";"576405";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110460";"cab_fahrrad";"524940";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110461";"cab_fahrrad";"173918";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110462";"cab_fahrrad";"508208";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110463";"cab_fahrrad";"554889";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110464";"cab_fahrrad";"522570";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110465";"cab_fahrrad";"306801";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110466";"cab_fahrrad";"562756";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110467";"cab_fahrrad";"480094";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110468";"cab_fahrrad";"548194";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110469";"cab_fahrrad";"572882";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110470";"cab_fahrrad";"209170";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110471";"cab_fahrrad";"517782";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110472";"cab_fahrrad";"515998";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110473";"cab_fahrrad";"306642";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110474";"cab_fahrrad";"558594";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110475";"cab_fahrrad";"578747";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110476";"cab_fahrrad";"566693";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110477";"cab_fahrrad";"576699";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110478";"cab_fahrrad";"547855";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110479";"cab_fahrrad";"549928";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110480";"cab_fahrrad";"555105";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110481";"cab_fahrrad";"543788";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110482";"cab_fahrrad";"577804";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110483";"cab_fahrrad";"565368";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110484";"cab_fahrrad";"550032";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110485";"cab_fahrrad";"545960";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110486";"cab_fahrrad";"578697";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110487";"cab_fahrrad";"480079";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110488";"cab_fahrrad";"578211";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110490";"cab_fahrrad";"546883";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110491";"cab_fahrrad";"564251";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110492";"cab_fahrrad";"554975";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110493";"cab_fahrrad";"439578";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110494";"cab_fahrrad";"554399";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110495";"cab_fahrrad";"529415";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110496";"cab_fahrrad";"497576";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110497";"cab_fahrrad";"579478";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110498";"cab_fahrrad";"538530";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110499";"cab_fahrrad";"551027";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110500";"cab_fahrrad";"571903";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110501";"cab_fahrrad";"575603";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110502";"cab_fahrrad";"559729";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110503";"cab_fahrrad";"557534";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110504";"cab_fahrrad";"579112";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110505";"cab_fahrrad";"567635";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110506";"cab_fahrrad";"565639";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110507";"cab_fahrrad";"572573";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110508";"cab_fahrrad";"575711";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110509";"cab_fahrrad";"574403";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110510";"cab_fahrrad";"465789";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110511";"cab_fahrrad";"565933";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110512";"cab_fahrrad";"60152";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110513";"cab_fahrrad";"578459";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110514";"cab_fahrrad";"568548";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110515";"cab_fahrrad";"576365";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110516";"cab_fahrrad";"576719";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110517";"cab_fahrrad";"578112";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110518";"cab_fahrrad";"249674";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110519";"cab_fahrrad";"554927";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110520";"cab_fahrrad";"564289";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110521";"cab_fahrrad";"517174";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110522";"cab_fahrrad";"566110";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110523";"cab_fahrrad";"557489";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110524";"cab_fahrrad";"545739";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110525";"cab_fahrrad";"553405";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110526";"cab_fahrrad";"568485";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110527";"cab_fahrrad";"572521";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110528";"cab_fahrrad";"576148";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110529";"cab_fahrrad";"541814";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110530";"cab_fahrrad";"31668";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110531";"cab_fahrrad";"498759";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110532";"cab_fahrrad";"577854";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110533";"cab_fahrrad";"530878";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110534";"cab_fahrrad";"574808";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110535";"cab_fahrrad";"551028";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110536";"cab_fahrrad";"568539";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110537";"cab_fahrrad";"543799";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110538";"cab_fahrrad";"569505";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110539";"cab_fahrrad";"560837";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110540";"cab_fahrrad";"530663";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110541";"cab_fahrrad";"548992";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110542";"cab_fahrrad";"563669";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110543";"cab_fahrrad";"153710";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110544";"cab_fahrrad";"560848";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110545";"cab_fahrrad";"573028";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110546";"cab_fahrrad";"568849";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110547";"cab_fahrrad";"575269";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110548";"cab_fahrrad";"548479";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110549";"cab_fahrrad";"550691";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110550";"cab_fahrrad";"578176";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110551";"cab_fahrrad";"31671";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110552";"cab_fahrrad";"559852";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110553";"cab_fahrrad";"570434";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110554";"cab_fahrrad";"545970";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110555";"cab_fahrrad";"332327";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110556";"cab_fahrrad";"183185";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110557";"cab_fahrrad";"579897";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110558";"cab_fahrrad";"549683";"autopos";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"";"";"";"";"K";"";"";"";"";"";"StadtRAD Hamburg";"Call a Bike"
"110559";"cab_fahrrad";"269838";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
"110560";"cab_fahrrad";"523821";"autopos";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"";"";"";"";"K";"";"";"";"";"";"Call a Bike";"Call a Bike"
